	polarity	word
8105	positive	interpréter
8106	negative	interrogatoire
8107	negative	interroger
8108	positive	interrupteur
8109	negative	interruption de grossesse
8110	positive	intersection
8111	positive	intervalle
8112	positive	intervention
8113	positive	interview
8114	positive	interviewer
8115	negative	intestat
8116	negative	intestin
8117	negative	intestinal
8118	positive	intimement
8119	negative	intimidation
8120	negative	intimider
8121	positive	intituler
8122	negative	intolérable
8123	negative	intolérance
8124	negative	intolérant
8125	positive	intonation
8126	negative	intraitable
8127	negative	intransigeant
8128	positive	intrépide
8129	positive	intrigant
8130	negative	intrigue secondaire
8131	negative	intriguer
8132	positive	intrinsèque
8133	positive	intrinsèquement
8134	positive	introduction
8135	positive	introduire
8136	negative	introduire clandestinement
8137	positive	introspection
8138	positive	intuition
8139	positive	intuitivement
8140	negative	inutile
8141	positive	invaincu
8142	negative	invalidation
8143	negative	invalide
8144	negative	invalider
8145	negative	invalidité
8146	positive	invariablement
8147	negative	invasion
8148	positive	inventaire
8149	negative	inverse
8150	negative	inverser
8151	negative	inversement
8152	negative	inversion
8153	positive	investigation
8154	positive	investisseur
8155	positive	investiture
8156	positive	invincible
8157	negative	invisibilité
8158	negative	invisible
8159	positive	inviter
8160	positive	invitation
8161	positive	invocation
8162	negative	involontaire
8163	negative	involontairement
8164	positive	involution
8165	positive	invoquer
8166	negative	irascibilité
8167	negative	ire
8168	positive	iris
8169	positive	iriser
8170	negative	irlandais
8171	negative	ironie
8172	negative	ironique
8173	negative	irradiation
8174	positive	irradier
8175	negative	irrationalité
8176	negative	irréaliste
8177	negative	irrecevable
8178	positive	irréductible
8179	positive	irréfutable
8180	negative	irrégularité
8181	negative	irrégulièrement
8182	negative	irréparable
8183	positive	irrépressible
8184	positive	irréprochable
8185	positive	irrésistible
8186	negative	irrespect
8187	negative	irresponsable
8188	negative	irréversible
8189	negative	irrévocabilité
8190	negative	irrévocable
8191	positive	irrigation
8192	positive	irriguer
8193	negative	irritabilité
8194	negative	irritable
8195	negative	irriter
8196	negative	irritant
8197	negative	irritation
8198	positive	isolant
8199	positive	isolation
8200	positive	isomorphisme
8201	positive	isothermique
8202	positive	issue
8203	positive	itération
8204	positive	itérer
8205	positive	itinéraire
8206	positive	itinérant
8207	positive	ivoire
8208	negative	ivre
8209	negative	ivresse
8210	negative	jacasser
8211	negative	jachère
8212	positive	jacinthe
8213	positive	jackpot
8214	positive	jacquet
8215	positive	jade
8216	negative	jaguar
8217	positive	jaillissement
8218	positive	jalon
8219	negative	jalouser
8220	negative	jaloux
8221	negative	jalousie
8222	positive	jambe
8223	positive	jambier|jambière
8224	positive	jambier|jambière de cuir
8225	positive	jambon
8226	positive	jambon fumé
8227	positive	jante
8228	positive	japon
8229	negative	japper
8230	positive	jardin
8231	positive	jardin d enfant
8232	positive	jardin public
8233	positive	jardinage
8234	positive	jardiner
8235	positive	jardinier
8236	negative	jargon
8237	positive	jarre
8238	positive	jarret
8239	positive	jarretelle
8240	positive	jarretière
8241	positive	jar|jars
8242	positive	jaspe
8243	positive	jauge
8244	positive	jaugeage
8245	positive	jauger
8246	positive	jaune
8247	negative	jaunisse
8248	negative	javelot
8249	negative	jeã»ne
8250	positive	jean
8251	positive	jeep
8252	positive	jeter un coup d ?il
8253	negative	jeter du détritus
8254	negative	jeter du ordure
8255	positive	jeton
8256	positive	jeu de dame
8257	positive	jeu de mot
8258	positive	jeu du solitaire
8259	positive	jeune
8260	positive	jeune femme
8261	positive	jeune fille
8262	positive	jeune homme
8263	positive	jeune marié
8264	positive	jeunesse
8265	negative	jeu d argent
8266	positive	jingle
8267	positive	joaillerie
8268	positive	jockey
8269	positive	jogging
8270	positive	joie
8271	positive	joindre
8272	positive	jointure
8273	positive	joker
8274	positive	joli
8275	positive	jonc
8276	positive	jonction
8277	positive	jonglage
8278	positive	jongler
8279	positive	jonglerie
8280	positive	joue
8281	positive	jouer
8282	positive	jouer au golf
8283	positive	jouer du violon
8284	positive	jouer un atout
8285	positive	jouet
8286	negative	joueur
8287	positive	joueur de cornemuse
8288	positive	joug
8289	positive	jouir de
8290	positive	jour
8291	positive	journal
8292	positive	journal intime
8293	positive	journal officiel
8294	positive	journalisme
8295	positive	journaliste
8296	positive	journée
8297	positive	joyau
8298	positive	joyeuses|joyeux
8299	positive	jubilaire
8300	positive	jubiler
8301	positive	juchoir
8302	positive	judiciaire
8303	positive	juge
8304	negative	juger
8305	positive	jugeote
8306	positive	jumeau
8307	positive	jument
8308	negative	jungle
8309	positive	junior
8310	negative	junte
8311	positive	jupe
8312	positive	juridiction
8313	positive	juridique
8314	positive	jurisprudence
8315	positive	juriste
8316	negative	juron
8317	positive	jury
8318	positive	jus
8319	positive	jusqu à
8320	positive	jusqu ici
8321	positive	juste
8322	positive	juste à temps
8323	positive	justesse
8324	positive	justice
8325	positive	justifiable
8326	positive	justificatif
8327	positive	justification
8328	positive	justifier
8329	negative	jute
8330	positive	juteux
8331	negative	juvenile
8332	negative	juvénile
8333	positive	juxtaposition
8334	positive	kaiser
8335	negative	kaki
8336	positive	kaléidoscope
8337	positive	kangourou
8338	positive	kanji
8339	positive	karma
8340	positive	kayak
8341	negative	kérosène
8342	positive	khan
8343	positive	kilogramme
8344	positive	kilométrage
8345	positive	kilomètre
8346	positive	kilt
8347	positive	kimono
8348	positive	kiosque
8349	positive	kiosque à journal|journau
8350	positive	kit
8351	negative	klaxonner
8352	negative	kris
8353	negative	kyste
8354	negative	kyste sébacé
8355	negative	kystique
8356	negative	le plus âgé
8357	negative	le plus bas
8358	negative	le plus petit
8359	negative	là bas
8360	negative	labeur
8361	positive	labo
8362	positive	laboratoire
8363	positive	labour
8364	positive	labourage
8365	positive	labourer
8366	negative	labyrinthe
8367	positive	lac
8368	negative	lac écossais
8369	negative	lâche
8370	negative	lâchement
8371	positive	lâcher le chien
8372	negative	lâcheté
8373	negative	laconique
8374	positive	lacrosse
8375	positive	lacté
8376	positive	lagon
8377	positive	laïcité
8378	negative	laid
8379	negative	laideur
8380	positive	laine
8381	positive	laineux
8382	negative	laïque
8383	negative	laisse
8384	negative	laisser
8385	negative	laisser sortir
8386	positive	laisser supposer
8387	negative	laisser tomber
8388	positive	lait
8389	positive	laitier
8390	positive	laitier|laitière
8391	positive	laiton
8392	positive	laitue
8393	negative	lama
8394	positive	lambda
8395	negative	lambeau
8396	positive	lambrequin
8397	negative	lamentablement
8398	negative	lamentation
8399	positive	laminer
8400	positive	lampe
8401	positive	lampe de poche
8402	negative	lamper
8403	negative	lance
8404	negative	lance pierre
8405	positive	lancement
8406	negative	lancier
8407	negative	lanciner
8408	negative	lancinant
8409	negative	lande
8410	positive	langage
8411	negative	langoureux
8412	negative	langoustine
8413	positive	langue
8414	negative	languir
8415	negative	languissant
8416	positive	lanterne
8417	negative	lapidaire
8418	positive	lapin
8419	negative	laque
8420	negative	laquer
8421	negative	larcin
8422	negative	lard
8423	positive	large
8424	positive	large sourire
8425	positive	largement
8426	positive	largeur
8427	positive	largo
8428	negative	larguer
8429	negative	larme
8430	negative	larve
8431	positive	larynx
8432	positive	laser
8433	negative	lasser
8434	negative	lassitude
8435	negative	lasso
8436	negative	latex
8437	positive	latitude
8438	negative	latrines
8439	positive	laurier
8440	positive	lavande
8441	positive	laver
8442	negative	lave
8443	negative	lavement
8444	positive	laverie
8445	positive	le long de
8446	positive	le meilleur
8447	positive	le plus élever
8448	positive	le plus grand
8449	positive	le plus haut
8450	negative	le souffle couper
8451	positive	leader
8452	negative	lécher
8453	positive	leçon
8454	positive	lectorat
8455	positive	lecteur
8456	positive	lecture
8457	positive	lecture attentif
8458	positive	légal
8459	positive	légalement
8460	positive	légaliser
8461	positive	légalité
8462	positive	légendaire
8463	positive	légende
8464	positive	légender
8465	negative	légèrement
8466	positive	légèrement venteux
8467	positive	légèreté
8468	positive	légiférer
8469	positive	légion
8470	positive	législation
8471	positive	législature
8472	positive	légitime
8473	positive	légitimité
8474	positive	legs
8475	positive	léguer
8476	positive	légume
8477	positive	légumineux
8478	positive	lemme
8479	positive	lendemain
8480	negative	lent
8481	negative	lentement
8482	negative	lente
8483	negative	lenteur
8484	positive	lentille
8485	negative	léopard
8486	negative	lèpre
8487	negative	le ?il bandé
8488	negative	lesbianisme
8489	negative	lesbien
8490	negative	lésiner
8491	positive	lessive
8492	positive	lest
8493	positive	lester
8494	negative	létal
8495	negative	léthargie
8496	negative	léthargique
8497	positive	lettre
8498	positive	lettrer
8499	negative	leucémie
8500	positive	lever
8501	positive	lever du jour
8502	positive	lever du soleil
8503	positive	levier
8504	positive	lèvre
8505	positive	lévrier
8506	positive	levure
8507	positive	lexique
8508	positive	liaison
8509	positive	libéralisme
8510	positive	libération conditionnel
8511	positive	libérer
8512	positive	liberté
8513	positive	libido
8514	positive	libraire
8515	positive	librairie
8516	positive	libre
8517	positive	librement
8518	positive	licence
8519	negative	licencier
8520	negative	lichen
8521	positive	licorne
8522	positive	lier
8523	positive	liège
8524	positive	lien
8525	positive	lieu
8526	positive	lieu commun
8527	positive	lieu de naissance
8528	positive	lieu de prédilection
8529	positive	lieu de travail
8530	positive	lieu sûr
8531	positive	lieutenant
8532	negative	lièvre
8533	positive	ligament
8534	positive	ligature
8535	positive	ligne
8536	positive	lignée
8537	negative	ligoter
8538	positive	ligue
8539	positive	lilas
8540	negative	limace
8541	positive	limaille
8542	negative	limbe|limbes
8543	positive	limier
8544	positive	limitation
8545	negative	limiter
8546	negative	limoger
8547	positive	limousine
8548	positive	limpidité
8549	positive	lin
8550	negative	linceul
8551	positive	linge à laver
8552	positive	linge de lit
8553	positive	linge de maison
8554	positive	lingot
8555	positive	lingual
8556	positive	linguiste
8557	positive	linguistique
8558	positive	linoléum
8559	positive	lion
8560	negative	liquéfaction
8561	negative	liquéfier
8562	negative	liqueur
8563	negative	liquidateur
8564	negative	liquidation
8565	positive	liquide
8566	negative	liquider
8567	positive	liquidité
8568	positive	lire
8569	positive	lire attentivement
8570	positive	lisibilité
8571	positive	lisible
8572	positive	lisière
8573	positive	lisse
8574	positive	listage
8575	positive	liste
8576	positive	liste de vérification
8577	positive	lister
8578	positive	listing
8579	positive	lit
8580	positive	lit bébé
8581	positive	lire d enfant
8582	positive	litanie
8583	positive	literie
8584	positive	lithographie
8585	positive	lithologie
8586	positive	lithosphère
8587	negative	litière
8588	negative	litige
8589	positive	litre
8590	positive	littéraire
8591	positive	littéralement
8592	positive	littérature
8593	positive	littoral
8594	positive	liturgie
8595	negative	livide
8596	positive	livraison
8597	positive	livre sterling
8598	positive	livrer
8599	positive	livre
8600	positive	livresque
8601	positive	livret
8602	negative	lobbyiste
8603	positive	lobe
8604	positive	local
8605	positive	localisation
8606	positive	localiser
8607	positive	localité
8608	positive	locataire
8609	positive	location
8610	negative	loch
8611	positive	locomotion
8612	positive	locomotive
8613	negative	locuste
8614	positive	loft
8615	positive	logarithme
8616	positive	logarithmique
8617	positive	loge
8618	positive	loger
8619	positive	logique
8620	positive	logistique
8621	positive	logo
8622	positive	logotype
8623	positive	loi
8624	negative	lointain
8625	negative	lointainests
8626	positive	loisir
8627	positive	lombaire
8628	positive	long
8629	positive	longe
8630	positive	longévité
8631	positive	longitude
8632	positive	longitudinal
8633	positive	longitudinalement
8634	positive	longueur
8635	positive	loquace
8636	positive	loquet
8637	negative	lorgner
8638	positive	losange
8639	positive	lot
8640	positive	loterie
8641	positive	lotion
8642	positive	loto
8643	positive	louange
8644	negative	loucher
8645	negative	louche
8646	positive	louer
8647	positive	loupe
8648	negative	lourdaud
8649	negative	lourde
8650	negative	lourdement
8651	negative	lourdeur
8652	positive	loyer
8653	positive	lubie
8654	negative	lubrifiant
8655	negative	lubrification
8656	negative	lubrifier
8657	negative	lubrique
8658	positive	luciole
8659	positive	lueur
8660	positive	luge
8661	negative	lugubre
8662	positive	luire
8663	positive	lumière
8664	positive	lumière du étoile
8665	positive	lumière du soleil
8666	positive	luminescent
8667	positive	luminosité
8668	positive	lunaire
8669	positive	lune
8670	positive	lune de miel
8671	positive	lunette
8672	positive	lunette|lunettes
8673	positive	lunette|lunettes de protection
8674	positive	lunette|lunettes de soleil
8675	positive	lustre
8676	positive	luth
8677	negative	lutte
8678	negative	lutter
8679	positive	luxe
8680	negative	luxure
8681	positive	luxuriant
8682	positive	luzerne
8683	positive	lymphatique
8684	positive	lymphe
8685	negative	lyncher
8686	negative	lynx
8687	positive	lyre
8688	positive	lyrique
8689	positive	lys
8690	positive	mon chéri
8691	negative	macabre
8692	negative	macération
8693	negative	mâcher
8694	positive	machine
8695	positive	machine à écrire
8696	positive	machinerie
8697	positive	machiniste
8698	positive	mâchoire
8699	negative	macis
8700	positive	maçon
8701	positive	madame
8702	negative	mademoiselle
8703	negative	mafia
8704	positive	magasin
8705	positive	magazine
8706	positive	magenta
8707	positive	magie
8708	positive	magique
8709	positive	magistrat
8710	negative	magma
8711	positive	magnat
8712	positive	magnétisme
8713	positive	magnétite
8714	positive	magnificence
8715	positive	magnifique
8716	positive	magot
8717	negative	maigre
8718	positive	maille
8719	negative	maillet
8720	positive	maillon
8721	positive	maillot
8722	positive	main
8723	positive	maintenance
8724	positive	maintenir son vitesse
8725	positive	maintes foi|fois
8726	positive	maintien
8727	positive	maire
8728	positive	maison
8729	negative	maison clore
8730	positive	maison de maître
8731	positive	maison de ville
8732	positive	maisonnée
8733	positive	maître
8734	positive	maître de conférence
8735	positive	maîtriser un sujet
8736	positive	majeur
8737	positive	majordome
8738	positive	majorité
8739	positive	majuscule
8740	negative	mal à l aise
8741	negative	mal assortir
8742	negative	mal assurer
8743	negative	mal comprendre
8744	negative	mal de dent
8745	negative	mal de tête
8746	negative	mal du pays
8747	negative	mal informer
8748	negative	mal renseigner
8749	negative	mal être
8750	negative	maladie
8751	negative	maladresse
8752	negative	malais|malaise
8753	negative	malaria
8754	positive	malaxer
8755	negative	malchance
8756	negative	malédiction
8757	negative	malencontreux
8758	negative	malentendu
8759	negative	malfaçon
8760	negative	malformation
8761	negative	malfrat
8762	negative	malheur
8763	negative	malheureusement
8764	negative	malhonnête
8765	negative	malhonnêteté
8766	negative	malice
8767	negative	malicieux
8768	negative	malignité
8769	positive	maline
8770	positive	maline|malines
8771	negative	malle
8772	negative	malpoli
8773	negative	malsain
8774	negative	maltraitance
8775	negative	maltraiter
8776	negative	malveilants
8777	negative	malveillance
8778	negative	malversation
8779	positive	maman
8780	positive	mamelon
8781	positive	mammifère
8782	negative	mammouth
8783	positive	management
8784	positive	manche
8785	positive	manchette
8786	negative	mandamus
8787	positive	mandarin
8788	positive	mandarine
8789	positive	mandataire
8790	positive	mandater
8791	negative	mandibule
8792	positive	mandoline
8793	negative	mandrin
8794	positive	manège
8795	positive	manette
8796	negative	manette du gaz
8797	positive	manger
8798	positive	mangeoire
8799	positive	mangeur
8800	positive	mangoustanier
8801	positive	mangue
8802	negative	maniaque
8803	negative	manie
8804	positive	manier
8805	negative	maniérer
8806	positive	manif
8807	positive	manifester
8808	positive	manifestement
8809	negative	manifester contre
8810	negative	manifester violemment
8811	positive	manifestesévidents
8812	positive	manigancer
8813	negative	manipulation
8814	negative	manivelle
8815	positive	manne
8816	negative	mannequin
8817	positive	man?uvrer
8818	positive	man?uvre
8819	negative	manoir
8820	negative	manquer
8821	negative	manquer de
8822	negative	manque de confiance
8823	negative	manque de respect
8824	negative	manquement
8825	negative	manquer de respect
8826	positive	manteau
8827	positive	manucure
8828	positive	manucurer
8829	positive	manuel
8830	positive	manuscrit
8831	negative	maquereau
8832	positive	maquillage
8833	negative	marasme
8834	positive	marbre
8835	positive	marbrer
8836	positive	marchander
8837	positive	marchandise
8838	positive	marcher
8839	negative	marcher à quatre patte
8840	positive	marche
8841	negative	mare
8842	positive	maréchal
8843	positive	maréchal ferrant
8844	negative	marée
8845	positive	marge de man?uvre
8846	negative	mari tromper
8847	positive	mariage
8848	positive	marier
8849	negative	marijuana
8850	positive	marin
8851	positive	marine
8852	negative	marionnette
8853	positive	maritime
8854	positive	marmelade
8855	positive	marmite
8856	positive	marne
8857	positive	marner
8858	negative	marque de coup
8859	positive	marquer
8860	negative	marqueter
8861	negative	marqueterie
8862	positive	marquis
8863	positive	marrer
8864	positive	marrant
8865	positive	marron
8866	positive	mars
8867	negative	marteau
8868	negative	martelage
8869	negative	marteler
8870	positive	martial
8871	positive	martingale
8872	negative	martyr
8873	negative	martyriser
8874	negative	mascarade
8875	positive	masculin
8876	negative	masochisme
8877	negative	masque
8878	negative	masquer
8879	positive	massage
8880	negative	masse
8881	positive	masser
8882	negative	massif
8883	negative	mastiquer
8884	negative	mastiquer bruyamment
8885	positive	masturbation
8886	positive	masturber
8887	positive	match
8888	negative	mat
8889	positive	matelasser
8890	positive	matelot
8891	positive	matérialiser
8892	negative	matérialisme
8893	negative	matérialiste
8894	negative	matérialité
8895	positive	matériau|matériaux
8896	negative	matériel de guerre
8897	positive	matériel informatique
8898	positive	matériellement
8899	positive	maternité
8900	positive	mathématique
8901	negative	matière
8902	negative	matière gluant
8903	negative	matière fécal
8904	positive	matin
8905	positive	matinée
8906	positive	matou
8907	negative	matraque
8908	negative	matraquer
8909	positive	matrice
8910	positive	matrone
8911	positive	maturité
8912	negative	maugréer
8913	negative	mausolée
8914	negative	maussadeq
8915	negative	mauvais
8916	negative	mauvais comportement
8917	negative	mauvais conduite
8918	negative	mauvais gestion
8919	negative	mauvais herbe
8920	negative	mauvais réputation
8921	negative	mauvais passe
8922	positive	mauve
8923	negative	mauviette
8924	negative	mal
8925	positive	maximal
8926	positive	maxime
8927	negative	méandre
8928	positive	mécanique
8929	positive	mécénat
8930	positive	mécène
8931	negative	méchanceté
8932	negative	méchant
8933	positive	mèche
8934	negative	mécontent
8935	negative	mécontentement
8936	positive	médaille
8937	positive	médailler
8938	positive	médaillon
8939	positive	médecin
8940	positive	médecine
8941	positive	médecine légal
8942	positive	média
8943	positive	médian
8944	positive	medias
8945	positive	médias
8946	positive	médiateur
8947	positive	médiation
8948	positive	médical
8949	negative	médicament
8950	positive	médicinal
8951	positive	médico légal
8952	negative	médiéval
8953	negative	médiocre
8954	negative	médiocrité
8955	positive	méditatif
8956	positive	méditation
8957	positive	méditer
8958	positive	médium
8959	positive	medley
8960	negative	méduser
8961	positive	meeting
8962	negative	méfait
8963	negative	méfiance
8964	negative	méfiant
8965	positive	meilleur
8966	negative	mélancolie
8967	negative	mélancoliquement
8968	negative	mélasse
8969	positive	mêler
8970	positive	mélodie
8971	negative	mélodramatique
8972	negative	mélodrame
8973	positive	membrane
8974	positive	membre
8975	positive	membre du congrès
8976	negative	même si
8977	positive	mémo
8978	positive	mémoire
8979	positive	mémorable
8980	positive	memorial
8981	positive	mémorial
8982	negative	mémoriaux
8983	positive	mémoriser
8984	negative	menacer
8985	negative	menaçant
8986	negative	menace
8987	positive	ménage
8988	negative	ménagerie
8989	negative	menançante
8990	positive	mener
8991	negative	mençants
8992	negative	mendicité
8993	negative	mendier
8994	positive	ménestrel
8995	positive	meneur
8996	positive	ménisque
8997	negative	mensonge
8998	negative	mensonger
8999	positive	mensualité
9000	positive	mensuel
9001	positive	mensuellement
9002	negative	mental
9003	positive	menthe
9004	positive	mention
9005	positive	mentionner ci dessus
9006	positive	mentionner
9007	negative	mentir
9008	positive	mentor
9009	positive	menuisier
9010	negative	menu détail
9011	negative	mépriser
9012	negative	méprisant
9013	negative	méprise
9014	positive	mer
9015	positive	mercantile
9016	negative	mercenaire
9017	negative	merde
9018	positive	mère
9019	positive	mère porteur
9020	positive	méridien
9021	positive	méridien|méridienne
9022	positive	méritant
9023	positive	mérite
9024	positive	méritoire
9025	positive	merveille
9026	positive	merveilleusement
9027	positive	mesa
9028	positive	mésange
9029	negative	mésaventure
9030	negative	mesquin
9031	positive	message
9032	positive	mesurable
9033	positive	mesurer
9034	positive	mesure
9035	positive	métabolisme
9036	positive	métal
9037	positive	métallurgie
9038	negative	métamorphose
9039	positive	métaphore
9040	positive	métaphorique
9041	positive	métaphysique
9042	negative	métastase
9043	positive	météo
9044	negative	météore
9045	negative	météorique
9046	negative	météorite
9047	positive	météorologie
9048	positive	météorologique
9049	negative	méthanol
9050	positive	méthode
9051	positive	méthode thérapeutique
9052	positive	méthodique
9053	negative	métier à tisser
9054	positive	mètre
9055	positive	métrique
9056	positive	métrologie
9057	positive	métropole
9058	positive	métropolitain
9059	positive	mets fin
9060	positive	mettre
9061	positive	mettre à contribution
9062	positive	mettre à quai
9063	negative	mettre à sac
9064	negative	mettre au chenil
9065	negative	mettre au défi
9066	positive	mettre au défi de faire qch
9067	positive	mettre au garage
9068	positive	mettre au jour
9069	negative	mettre bas
9070	positive	mettre dans un tableau
9071	positive	mettre en bouteille
9072	negative	mettre en cage
9073	positive	mettre en commun
9074	negative	mettre en danger
9075	negative	mettre en gage
9076	negative	mettre en péril
9077	positive	mettre en pratique
9078	positive	mettre en scène
9079	positive	mettre en tombola
9080	positive	mettre en vigueur
9081	negative	mettre fin
9082	positive	mettre l accent sur
9083	negative	mettre le pression
9084	positive	mettre pied à terre
9085	positive	mettre sous calmer
9086	positive	mettre sous sédatif
9087	positive	mettre sur cric
9088	positive	mettre un corset
9089	negative	mettre un terme à
9090	positive	meuble de rangement
9091	positive	meubler
9092	positive	meuble
9093	negative	meuglement
9094	negative	meugler
9095	negative	meule
9096	negative	meuleuse
9097	positive	meute
9098	negative	miaou
9099	negative	miaulement
9100	negative	miauler
9101	positive	mica
9102	positive	miche
9103	positive	micro
9104	negative	microbe
9105	positive	microbiologie
9106	positive	microcosme
9107	positive	microgramme
9108	positive	micromètre
9109	positive	micron
9110	positive	microphone
9111	positive	microscope
9112	positive	microscopie
9113	negative	microscopique
9114	positive	midi
9115	positive	miel
9116	negative	miette
9117	positive	mignon
9118	negative	migraine
9119	negative	migrant
9120	negative	migrateur
9121	negative	migration
9122	negative	migrer
9123	positive	mijoter
9124	negative	mildiou
9125	positive	mile
9126	negative	milice
9127	positive	milieu
9128	positive	milieu de l être
9129	positive	militaire
9130	positive	mille
9131	positive	mille milliard
9132	positive	millénaire
9133	positive	milliard
9134	positive	millier
9135	positive	milligramme
9136	positive	millimètre
9137	positive	million
9138	positive	millionnaire
9139	negative	mimer
9140	positive	mime
9141	negative	mimétisme
9142	negative	minable
9143	negative	miner
9144	positive	minerai
9145	positive	minéral
9146	positive	minéralogie
9147	positive	minet
9148	positive	mineur
9149	positive	minibus
9150	negative	minimiser
9151	negative	minimum
9152	positive	ministère
9153	positive	ministre
9154	positive	minivan
9155	negative	minorité
9156	positive	minou
9157	positive	minuit
9158	positive	minute
9159	positive	miracle
9160	negative	mirage
9161	positive	miroir
9162	positive	miroitement
9163	positive	miroiter
9164	positive	mise au point
9165	negative	mettre en accusation
9166	positive	mettre en conserve
9167	positive	mettre en évidence
9168	negative	mettre en examen
9169	negative	mettre en garde
9170	positive	mettre en ?uvre
9171	positive	mettre en tableau x
9172	negative	misérable
9173	negative	misérablement
9174	negative	misère
9175	positive	miséricorde
9176	negative	missile
9177	positive	mission
9178	positive	missionnaire
9179	positive	missive
9180	negative	mite
9181	negative	miteux
9182	positive	mitonner
9183	positive	mitre
9184	positive	mixer
9185	positive	mixte
9186	positive	mobile
9187	positive	mobilier
9188	positive	mobilisation
9189	positive	mobiliser
9190	positive	mobilité
9191	positive	modal
9192	positive	modalité
9193	positive	mode
9194	positive	modelage
9195	positive	modeleur
9196	positive	modéliste
9197	positive	modération
9198	positive	modérément
9199	positive	moderne
9200	positive	modernisme
9201	positive	modestement
9202	positive	modestie
9203	positive	modifiable
9204	negative	modification
9205	negative	modifier
9206	positive	modulation
9207	positive	module
9208	positive	moduler
9209	positive	moelle
9210	positive	moelle osseux
9211	negative	moignon
9212	negative	moindre
9213	positive	moine
9214	positive	moi|mois
9215	negative	moisir
9216	negative	moisissure
9217	positive	moisson
9218	positive	moissonner
9219	positive	molaire
9220	positive	moléculaire
9221	positive	molécule
9222	negative	mollusque
9223	positive	moment
9224	negative	momentané
9225	negative	momie
9226	positive	monade
9227	positive	monarchie
9228	positive	monarque
9229	positive	monastère
9230	positive	monastique
9231	positive	monde
9232	positive	mondial
9233	positive	monétaire
9234	positive	monnaie
9235	negative	monochrome
9236	positive	monocle
9237	positive	monocouche
9238	positive	monogamie
9239	positive	monogramme
9240	positive	monographie
9241	negative	monologue
9242	positive	monopole
9243	negative	monopoliste
9244	negative	monotone
9245	negative	monotonie
9246	positive	monsieur
9247	negative	monstre
9248	negative	monstruosité
9249	positive	mont
9250	positive	montage
9251	positive	montagne
9252	negative	montagne russe
9253	positive	montant
9254	positive	monter charge
9255	negative	monticule
9256	positive	montrer
9257	positive	montrer bracelet
9258	positive	monture
9259	positive	monument
9260	positive	monumental
9261	positive	monumentaux
9262	negative	moquerie
9263	positive	moral
9264	positive	moralité
9265	negative	moratoire
9266	negative	morbide
9267	negative	morbidité
9268	negative	mordillement
9269	negative	mordre
9270	negative	morgue
9271	negative	moribond
9272	negative	morphine
9273	positive	morphisme
9274	positive	morphologie
9275	negative	morsure
9276	negative	mort naître
9277	negative	mortalité
9278	negative	mourir
9279	negative	mortier
9280	negative	mortification
9281	negative	mort
9282	negative	mortuaire
9283	negative	morue
9284	negative	morveux
9285	positive	mosaïque
9286	positive	mosquée
9287	positive	mot
9288	positive	mot pour mot
9289	positive	moteur
9290	positive	motif
9291	positive	motif écossais
9292	positive	motion
9293	positive	motivation
9294	positive	moto
9295	positive	motocycliste
9296	negative	moucharder
9297	positive	mouche
9298	negative	moucher
9299	negative	moucheron
9300	negative	moucheter
9301	negative	mouchoir
9302	negative	moudre
9303	negative	mouette
9304	positive	mouillage
9305	positive	mouillant
9306	negative	mouiller
9307	positive	mouler
9308	positive	moulin à vent
9309	negative	mouliner
9310	negative	moulinet
9311	negative	mourant
9312	negative	mousquet
9313	negative	moussant
9314	positive	mousseline
9315	negative	mousson
9316	negative	moussu
9317	positive	moustache
9318	negative	moustique
9319	negative	moutarde
9320	positive	mouton
9321	negative	mouture
9322	negative	mouvement constant
9323	negative	mouvementer
9324	positive	moyen
9325	positive	moyen de subsistance
9326	positive	moyeu
9327	negative	mucosité
9328	negative	mucus
9329	negative	muet
9330	negative	mugir
9331	negative	mule
9332	positive	multilatéral
9333	positive	multiple
9334	positive	multiplex
9335	positive	multiplicateur
9336	positive	multiplication
9337	positive	multiplicité
9338	positive	multiplier
9339	positive	multitude
9340	positive	municipal
9341	positive	municipalité
9342	positive	munir
9343	negative	munition
9344	negative	mùouvenmentée
9345	negative	muqueuse
9346	negative	muqueux
9347	positive	mûre
9348	positive	mûrir
9349	negative	murmure
9350	negative	murmurer
9351	positive	mûr
9352	positive	musc
9353	positive	muscade
9354	positive	muscle
9355	positive	musculaire
9356	positive	muse
9357	negative	museau
9358	positive	musée
9359	negative	museler
9360	negative	muselière
9361	positive	musique
9362	positive	mustang
9363	positive	mutable
9364	negative	mutant
9365	negative	mutation
9366	negative	mutilation
9367	negative	mutiler
9368	positive	mutin
9369	negative	mutinerie
9370	positive	mutuellement
9371	negative	mycose vaginal
9372	negative	myope
9373	negative	myopie
9374	positive	myriade
9375	negative	mystère
9376	negative	mysticisme
9377	negative	mystique
9378	positive	mythe
9379	positive	mythique
9380	positive	mythologie
9381	positive	mythologique
9382	positive	nacelle
9383	positive	nadir
9384	positive	nager
9385	positive	nageoire
9386	negative	naïf
9387	positive	naissance
9388	positive	naître
9389	positive	naissant
9390	positive	nanomètre
9391	negative	narcotique
9392	negative	narine
9393	positive	narratif
9394	positive	narration
9395	positive	narrer
9396	positive	natal
9397	positive	natation
9398	positive	natif
9399	positive	nation
9400	positive	national
9401	positive	nationalité
9402	positive	national|nationaux
9403	positive	nativité
9404	positive	natte
9405	positive	natter
9406	positive	naturalisation
9407	positive	naturaliser
9408	positive	naturaliste
